evid,datetime,lat,long,mag,f_type,strike,dip,rake,length,dip_dist,z_tor,dbottom,hyp_lat,hyp_lon,hyp_strike,hyp_dip,corner_0_lat,corner_0_lon,corner_0_depth,corner_1_lat,corner_1_lon,corner_1_depth,corner_2_lat,corner_2_lon,corner_2_depth,corner_3_lat,corner_3_lon,corner_3_depth
3141695,2009-08-20T09:43:07.805000Z,-46.06699,166.16563,4.519,domain,34.450123,41.636267,140,2.31103809,2.343756682,30.1141121,31.67130269,-46.06699,166.16563,0.570743655,0.496784341,-46.07118002,166.1461773,30114.1121,-46.0551602,166.165074,30114.1121,-46.08115071,166.1636241,31671.30269,-46.06512791,166.1825197,31671.30269
3141940,2009-08-20T23:59:33.795000Z,-45.93417,165.80829,4.084,domain,14.933414,43.062828,124,1.656050395,1.353493129,11.53058235,12.45474734,-45.93417,165.80829,0.473228433,0.507937065,-45.93921893,165.7987653,11530.58235,-45.92527659,165.8060846,11530.58235,-45.94226846,165.8106984,12454.74734,-45.9283252,165.8180153,12454.74734
3142277,2009-08-21T17:24:28.621000Z,-35.9205,179.3125,5.3,cmt_unc,259,44,54,5.086942783,5.997397186,64.13860353,68.30474569,-35.9205,179.3125,0.387887085,0.446791395,-35.93273812,179.338978,64138.60353,-35.94434126,179.2846473,64138.60353,-35.89526981,179.3268733,68304.74569,-35.90686507,179.272565,68304.74569
3143345,2009-08-24T04:07:44.640000Z,-46.3848,165.7155,4,cmt_unc,149,60,57,1.483829877,1.822563111,21.51975499,23.09814094,-46.3848,165.7155,0.434532824,0.30426336,-46.37851343,165.7151124,21519.75499,-46.39049874,165.7234532,21519.75499,-46.38205742,165.7044763,23098.14094,-46.3940434,165.7128151,23098.14094
3143590,2009-08-24T18:33:40.692000Z,-45.6535,166.4017,4.2,cmt_unc,19,83,-90,2.093868416,2.238958454,1.165875843,3.388145441,-45.6535,166.4017,0.511438893,0.375347869,-45.66192543,166.3949865,1165.875843,-45.64472812,166.4057662,1165.875843,-45.66291071,166.3981825,3388.145441,-45.64571305,166.4089614,3388.145441
3143806,2009-08-25T04:57:24.495000Z,-46.2679,166.2269,5.2,cmt,145,89,70,5.736886738,6.227045626,7.42713096,13.65322818,-46.2679,166.2269,0.493500061,0.413239458,-46.24572526,166.209048,7427.13096,-46.29024727,166.2462553,7427.13096,-46.24621389,166.2078322,13653.22818,-46.29073626,166.2450388,13653.22818
3144142,2009-08-25T05:04:41.985000Z,-46.1165,166.09135,4.312,domain,27.140916,38.190974,140,1.891601538,1.655793981,28.53341893,29.55717083,-46.1165,166.09135,0.540793436,0.613802105,-46.1204578,166.0756085,28533.41893,-46.10609237,166.088585,28533.41893,-46.12666678,166.0898216,29557.17083,-46.1122996,166.1027962,29557.17083
3143822,2009-08-25T05:49:41.546000Z,-46.2589,166.4269,4.3,cmt_unc,94,26,-139,1.697696199,1.628111813,15.63168741,16.34540465,-46.2589,166.4269,0.416983108,0.516048334,-46.25123674,166.4193388,15631.68741,-46.25355534,166.4410389,15631.68741,-46.2642118,166.4164546,16345.40465,-46.2665312,166.4381596,16345.40465
3144421,2009-08-26T07:52:39.796000Z,-40.4387,176.529,4.3,cmt_unc,86,19,-68,1.994120961,1.78007109,32.70817315,33.28770761,-40.4387,176.529,0.506145242,0.503553916,-40.43211335,176.5160914,32708.17315,-40.43014736,176.539434,32708.17315,-40.44716893,176.5182609,33287.70761,-40.44520228,176.5416087,33287.70761
3145159,2009-08-27T14:10:48.957000Z,-41.4383,174.7223,4.7,cmt_unc,81,64,-25,2.6053019,2.878786649,34.71376814,37.30120444,-41.4383,174.7223,0.600938706,0.497106678,-41.43521936,174.702536,34713.76814,-41.43109009,174.7332245,34713.76814,-41.44640676,174.7051917,37301.20444,-41.44227669,174.7358853,37301.20444
3145196,2009-08-27T15:52:29.593000Z,-41.43361,174.70155,4.201,domain,211.097424,80.933674,-134,1.455351768,2.109108362,33.15572192,35.23848032,-41.43361,174.70155,0.508143163,0.395186538,-41.4284316,174.7073318,33155.72192,-41.43978504,174.6986321,33155.72192,-41.42693657,174.7038869,35238.48032,-41.43828976,174.6951868,35238.48032
3146008,2009-08-29T04:03:05.789000Z,-45.46077,166.34581,4.151,domain,33.644914,53.903521,127,1.649269499,1.862128966,18.85752864,20.36217743,-45.46077,166.34581,0.536202417,0.444270692,-45.46427115,166.3339372,18857.52864,-45.45267592,166.3469971,18857.52864,-45.47038502,166.3448985,20362.17743,-45.45878848,166.3579579,20362.17743
3146071,2009-08-29T07:24:39.068000Z,-37.32958,177.42964,4.063,domain,42.968855,56.671905,-94,1.653052463,1.325089643,130.1082016,131.2153644,-37.32958,177.42964,0.524532656,0.531808294,-37.33327894,177.4199958,130108.2016,-37.32193323,177.4320369,130108.2016,-37.33751403,177.4262537,131215.3644,-37.3261677,177.4382944,131215.3644
3146444,2009-08-30T02:51:29.239000Z,-45.6466,166.7375,4.3,cmt_unc,155,78,69,1.490436794,1.497001905,9.447994753,10.91228357,-45.6466,166.7375,0.415277491,0.376978393,-45.64102843,166.736131,9447.994753,-45.65355627,166.7428144,9447.994753,-45.64200718,166.7324013,10912.28357,-45.6545352,166.7390839,10912.28357
3147189,2009-08-31T09:46:12.258000Z,-45.68153,166.49464,4.285,domain,24.993991,40.274612,140,1.926079164,1.935254342,20.95619821,22.20724681,-45.68153,166.49464,0.57536146,0.488711461,-45.68696582,166.4795926,20956.19821,-45.67194915,166.4917943,20956.19821,-45.69352236,166.4960183,22207.24681,-45.67850377,166.5082174,22207.24681
3147526,2009-09-01T00:18:04.758000Z,-37.0093,176.9498,4.6,cmt_unc,72,47,110,2.551015789,1.878712146,248.084408,249.4584111,-37.0093,176.9498,0.619366904,0.666368195,-37.00704697,176.9298405,248084.408,-36.9990525,176.9566777,248084.408,-37.01785836,176.9348461,249458.4111,-37.00986258,176.9616864,249458.4111
3148588,2009-09-02T21:47:29.182000Z,-40.9262,172.92162,4.049,domain,41.284308,55.200371,125,1.429441978,1.201220371,186.8096709,187.7960565,-40.9262,172.92162,0.535798315,0.627877229,-40.92881904,172.9117729,186809.6709,-40.91915077,172.9229864,186809.6709,-40.93289822,172.9178866,187796.0565,-40.92322936,172.9290999,187796.0565
3149089,2009-09-03T22:12:12.581000Z,-45.97396,166.27805,4.239,domain,37.458891,43.03503,140,1.814621111,1.866660407,28.6641621,29.93805586,-45.97396,166.27805,0.449564347,0.511532375,-45.97515766,166.2643446,28664.1621,-45.96311932,166.2800574,28664.1621,-45.98339622,166.2773274,29938.05586,-45.97135607,166.2930401,29938.05586
3149453,2009-09-04T15:07:42.445000Z,-46.309,166.3222,4.7,cmt_unc,153,89,97,3.593731419,4.367851745,21.02778716,25.39497366,-46.309,166.3222,0.51567616,0.222617659,-46.29354596,166.3133567,21027.78716,-46.32340268,166.3309045,21027.78716,-46.29380384,166.312443,25394.97366,-46.32366068,166.3299903,25394.97366
3151327,2009-09-08T15:50:23.106000Z,-46.07028,165.9765,4.442,domain,1.86781,48.422393,124,2.146517618,2.614769731,28.29205392,30.24805206,-46.07028,165.9765,0.544163778,0.447774496,-46.07983559,165.9647423,28292.05392,-46.06072776,165.9680866,28292.05392,-46.08171579,165.9869399,30248.05206,-46.06260687,165.9902768,30248.05206
3151675,2009-09-09T10:33:04.532000Z,-32.77103,-179.1864,6.429,domain,225.290728,89.715678,45,16.56586355,14.43545455,428.0401026,442.4753794,-32.77103,-179.1864,0.479850005,0.596157419,-32.71754708,-179.1307276,428040.1026,-32.82951166,-179.2461104,428040.1026,-32.71712582,-179.1313005,442475.3794,-32.82908989,-179.2466836,442475.3794
3151852,2009-09-09T20:55:53.274000Z,-45.498,166.6267,4.3,cmt_unc,304,43,43,1.866485262,1.977556824,21.42174319,22.7704337,-45.498,166.6267,0.373901486,0.428754266,-45.5062549,166.6287325,21421.74319,-45.49581442,166.6101079,21421.74319,-45.49610459,166.6402343,22770.4337,-45.48566606,166.6216105,22770.4337
3152083,2009-09-10T09:07:19.796000Z,-40.72501,174.34749,4.091,domain,31.571577,65.148033,125,1.509283417,1.524625159,71.52963515,72.91307494,-40.72501,174.34749,0.505888694,0.473070714,-40.72953004,174.3397892,71529.63515,-40.71784011,174.3489105,71529.63515,-40.73247621,174.3463132,72913.07494,-40.72078579,174.3554337,72913.07494
3152626,2009-09-11T13:46:03.580000Z,-46.12292,165.83698,4.107,domain,2.533725,36.085433,124,1.408442967,1.574235177,32.5108256,33.43803581,-46.12292,165.83698,0.527810865,0.527576591,-46.12871738,165.8271165,32510.8256,-46.11620323,165.829555,32510.8256,-46.13024811,165.8433746,33438.03581,-46.11773341,165.8458095,33438.03581
3154442,2009-09-15T17:13:13.522000Z,-40.967,176.5282,4,cmt_unc,10,72,-100,1.841743648,1.802719379,20.50180202,22.21629004,-40.967,176.5282,0.450945782,0.290581196,-40.97421156,176.5249767,20501.80202,-40.95778747,176.527901,20501.80202,-40.97488188,176.5315314,22216.29004,-40.9584577,176.5344541,22216.29004
3154988,2009-09-16T10:18:04.835000Z,-46.2008,165.95844,4.105,domain,3.748815,37.833377,124,1.434903787,1.549216496,32.51887998,33.46911863,-46.2008,165.95844,0.569657709,0.506314933,-46.20718836,165.9489104,32518.87998,-46.19447419,165.9517612,32518.87998,-46.20887556,165.9645263,33469.11863,-46.1961608,165.9673737,33469.11863
3155299,2009-09-17T10:18:42.958000Z,-45.09399,167.36801,4.187,domain,30.933545,49.25157,140,1.862175673,2.182215591,123.1702597,124.8234689,-45.09399,167.36801,0.542899936,0.3559382,-45.09882565,167.3554004,123170.2597,-45.08511625,167.3689187,123170.2597,-45.10615023,167.3702076,124823.4689,-45.09243899,167.3837243,124823.4689
3157402,2009-09-21T21:27:53.071000Z,-45.9516,166.86266,4.01,domain,35.242833,52.423625,140,0.958915015,1.107542913,4.533370684,5.411144025,-45.9516,166.86266,0.560093906,0.531605706,-45.9532538,166.8546923,4533.370684,-45.9466285,166.8625678,4533.370684,-45.95712323,166.8613826,5411.144025,-45.95049745,166.869258,5411.144025
3157694,2009-09-22T09:53:36.747000Z,-46.1423,165.8259,4.7,cmt_unc,35,41,144,2.848876653,3.271954442,19.03316498,21.17976023,-46.1423,165.8259,0.624464345,0.45040397,-46.14804793,165.8001301,19033.16498,-46.1285368,165.8238451,19033.16498,-46.16233797,165.8244653,21179.76023,-46.14282162,165.848179,21179.76023
3160421,2009-09-28T11:51:09.486000Z,-46.12477,166.09322,4.201,domain,40.774087,51.268845,140,1.649178956,1.832069405,27.19400421,28.6231838,-46.12477,166.09322,0.463529541,0.422337256,-46.12644142,166.0817991,27194.00421,-46.11612356,166.0970395,27194.00421,-46.13380779,166.0921133,28623.1838,-46.12348855,166.1073541,28623.1838
3161645,2009-10-01T02:29:00.845000Z,-46.13171,165.9048,4.377,domain,21.957634,39.660648,124,2.006921544,2.125225743,11.24271192,12.59911436,-46.13171,165.9048,0.508039778,0.55830634,-46.13611933,165.8883222,11242.71192,-46.12009816,165.9001099,11242.71192,-46.14280047,165.9071109,12599.11436,-46.12677713,165.9188951,12599.11436
3161674,2009-10-01T03:52:30.922000Z,-46.08772,166.03244,4.225,domain,9.562188,38.084533,124,1.830751236,1.840963676,24.24484782,25.38039732,-46.08772,166.03244,0.521608409,0.512749272,-46.0943281,166.02007,24244.84782,-46.07843991,166.0260179,24244.84782,-46.09760305,166.0381463,25380.39732,-46.08171365,166.0440895,25380.39732
3161684,2009-10-01T04:19:21.278000Z,-46.11802,165.9821,4.003,domain,7.60675,47.062412,124,1.488110923,1.279260578,32.54139613,33.4779379,-46.11802,165.9821,0.433370234,0.489677966,-46.12282224,165.9749057,32541.39613,-46.10980286,165.9791181,32541.39613,-46.1245375,165.9858703,33477.9379,-46.11151757,165.9900803,33477.9379
3161700,2009-10-01T05:13:25.368000Z,-46.1474,166.2196,4.4,cmt_unc,143,83,85,2.907918186,3.475389832,13.4984772,16.947962,-46.1474,166.2196,0.459883651,0.145390639,-46.1369446,166.2111038,13498.4772,-46.15904052,166.2310465,13498.4772,-46.138963,166.2064739,16947.962,-46.16105967,166.2264153,16947.962
3161868,2009-10-01T14:23:44.021000Z,-46.10823,165.94086,4.098,domain,2.939603,36.841043,124,1.65142479,1.388474004,25.95172491,26.7842498,-46.10823,165.94086,0.506966373,0.557310775,-46.11488673,165.9314436,25951.72491,-46.1002237,165.9344233,25951.72491,-46.11628068,165.9456308,26784.2498,-46.10161707,165.9486068,26784.2498
3163742,2009-10-05T14:01:34.540000Z,-45.49758,166.71381,4.082,domain,40.062929,48.751959,140,1.447950952,1.732217096,17.16650511,18.46889392,-45.49758,166.71381,0.456597976,0.501766357,-45.49819911,166.7026796,17166.50511,-45.48894,166.7156432,17166.50511,-45.50539078,166.7130649,18468.89392,-45.49613048,166.7260287,18468.89392
3165019,2009-10-08T10:16:30.583000Z,-45.60648,166.77496,4.624,domain,38.086496,50.951431,140,2.037198642,2.146383805,15.57963117,17.24653905,-45.60648,166.77496,0.49365554,0.529464669,-45.60878435,166.7595199,15579.63117,-45.59531452,166.7771331,15579.63117,-45.61699089,166.7722586,17246.53905,-45.60351907,166.7898717,17246.53905
3165024,2009-10-08T10:35:35.123000Z,-45.56088,166.72267,4.816,domain,40.336552,44.236132,140,3.912725318,3.418161366,20.03759975,22.42216745,-45.56088,166.72267,0.512452714,0.505081173,-45.5658126,166.6934008,20037.59975,-45.54091156,166.7286408,20037.59975,-45.58131058,166.7155906,22422.16745,-45.55640268,166.750832,22422.16745
3165221,2009-10-08T20:14:33.579000Z,-46.104,166.1272,4.2,cmt_unc,160,88,78,2.052224374,2.327747745,21.50185499,23.82818474,-46.104,166.1272,0.458788644,0.214133447,-46.09580393,166.1242675,21501.85499,-46.11358024,166.1311325,21501.85499,-46.09599293,166.1232561,23828.18474,-46.11376928,166.1301207,23828.18474
3165373,2009-10-09T04:08:25.986000Z,-40.91508,176.22824,4.311,domain,215.425694,90,45,1.754195858,1.835747113,31.65266948,33.48841659,-40.91508,176.22824,0.551393295,0.537127644,-40.90780462,176.2345415,31652.66948,-40.92099894,176.2231122,31652.66948,-40.90780462,176.2345415,33488.41659,-40.92099894,176.2231122,33488.41659
3165869,2009-10-10T05:02:35.546000Z,-41.169,174.6142,4.3,cmt_unc,63,49,-88,2.113145266,2.030373694,50.45899813,51.99134061,-41.169,174.6142,0.508982048,0.353055455,-41.16981857,174.6002514,50458.99813,-41.16086628,174.6224746,50458.99813,-41.18040519,174.607719,51991.34061,-41.17145142,174.6299446,51991.34061
3166074,2009-10-10T15:04:42.923000Z,-37.61103,178.33705,4.52,domain,1.524566,70.992321,89,2.169720253,1.921371424,54.94549148,56.7621,-37.61103,178.33705,0.502274432,0.603932275,-37.62092458,178.3331548,54945.49148,-37.60143007,178.332412,54945.49148,-37.62075387,178.3402234,56762.1,-37.60125954,178.3394788,56762.1
3166850,2009-10-12T09:09:45.558000Z,-46.0102,166.1959,4.6,cmt_unc,162,72,67,2.970640518,3.359764526,12.98532788,16.18065382,-46.0102,166.1959,0.44972453,0.317548863,-45.99785835,166.1961375,12985.32788,-46.02381116,166.2048028,12985.32788,-45.99996744,166.1831225,16180.65382,-46.02592092,166.1917818,16180.65382
3167911,2009-10-14T13:55:07.283000Z,-37.9518,176.614,4.6,cmt_unc,52,87,109,3.102478999,3.221552208,134.1402453,137.3573825,-37.9518,176.614,0.639425019,0.26724217,-37.96302139,176.5964472,134140.2453,-37.94498688,176.6233784,134140.2453,-37.96418038,176.597685,137357.3825,-37.94614559,176.6246162,137357.3825
3168296,2009-10-15T08:59:48.129000Z,-39.7201,176.829,4.2,cmt_unc,45,58,-60,1.526855419,1.447219966,29.27237447,30.4996866,-39.7201,176.829,0.611111584,0.592861026,-39.72351801,176.8177442,29272.37447,-39.71339725,176.8297759,29272.37447,-39.72818514,176.8243273,30499.6866,-39.71806372,176.8363588,30499.6866
3168620,2009-10-15T23:47:47.090000Z,-46.01411,165.95679,4.029,domain,7.073323,40.221912,124,1.437210937,1.406044803,22.29322451,23.20117758,-46.01411,165.95679,0.526914516,0.582712375,-46.01956722,165.9468657,22293.22451,-46.00696823,165.9507618,22293.22451,-46.02159454,165.9603752,23201.17758,-46.00899492,165.9642684,23201.17758
3168665,2009-10-16T01:27:10.707000Z,-39.6286,175.997,4.5,cmt_unc,150,48,18,2.129571688,2.911846337,56.11968565,58.28360919,-39.6286,175.997,0.436085854,0.40681398,-39.61773043,175.9991177,56119.68565,-39.63400419,176.0122259,56119.68565,-39.62700207,175.9798622,58283.60919,-39.64327809,175.9929679,58283.60919
3168787,2009-10-16T07:13:12.184000Z,-37.38816,177.35672,4.077,domain,42.610933,52.516121,-94,1.583458847,1.7224427,132.5216043,133.888405,-37.38816,177.35672,0.4983227,0.45017222,-37.39087441,177.3469267,132521.6043,-37.37995499,177.358395,132521.6043,-37.396932,177.3559861,133888.405,-37.38601173,177.3674538,133888.405
3170073,2009-10-17T16:15:38.334000Z,-45.08338,167.45374,4.077,domain,31.968731,38.092581,140,1.381712378,1.261312371,93.8756365,94.65378296,-45.08338,167.45374,0.511374911,0.655228197,-45.08509398,167.4418085,93875.6365,-45.07504328,167.4520802,93875.6365,-45.09032236,167.4520016,94653.78296,-45.08027071,167.4622726,94653.78296
3171001,2009-10-19T18:23:52.734000Z,-45.14807,167.08904,4.27,domain,34.612464,41.222087,140,1.669534401,1.748071177,32.4187487,33.57069169,-45.14807,167.08904,0.549992084,0.504583393,-45.15075976,167.0751793,32418.7487,-45.139081,167.0884552,32418.7487,-45.15815894,167.0881781,33570.69169,-45.14647862,167.1014534,33570.69169
3171843,2009-10-21T12:50:11.638000Z,-38.47221,175.89659,4.613,domain,44.175537,54.90089,-94,2.877950017,2.517069004,158.2177714,160.2771332,-38.47221,175.89659,0.533723057,0.494730269,-38.47808202,175.8786711,158217.7714,-38.45893694,175.9008894,158217.7714,-38.48686681,175.8909194,160277.1332,-38.46771945,175.9131369,160277.1332
3175853,2009-10-29T18:56:07.753000Z,-44.11515,168.81201,4.056,domain,205.267623,56.269572,80,1.10392115,0.969727061,4.522809145,5.329291714,-44.11515,168.81201,0.459973405,0.591693948,-44.11247885,168.8185076,4522.809145,-44.12122737,168.8120007,4522.809145,-44.11019231,168.8125846,5329.291714,-44.11894048,168.8060771,5329.291714
3176506,2009-10-31T02:46:20.063000Z,-38.03347,176.28413,4.256,domain,45.641461,50.633167,-94,2.030196895,2.223532807,158.8529065,160.5719217,-38.03347,176.28413,0.481217962,0.435012721,-38.03602701,176.2714016,158852.9065,-38.02279407,176.287344,158852.9065,-38.04478732,176.283025,160571.9217,-38.03155282,176.298967,160571.9217
3178306,2009-11-03T20:59:57.231000Z,-42.2036,172.6428,4.2,cmt_unc,32,80,155,1.110447974,1.179244006,29.08071097,30.24203961,-42.2036,172.6428,0.680941143,0.791583881,-42.20858112,172.6362524,29080.71097,-42.20012227,172.6434287,29080.71097,-42.20956506,172.6383506,30242.03961,-42.20110608,172.6455266,30242.03961
3178429,2009-11-04T02:52:41.243000Z,-42.04796,172.76143,4.609,domain,248.123237,60.51456,173,2.319626369,1.83448015,88.44998941,90.04686916,-42.04796,172.76143,0.523167083,0.794681371,-42.04991837,172.7782623,88449.98941,-42.05764966,172.7522201,88449.98941,-42.04236376,172.7742234,90046.86916,-42.05009415,172.7481838,90046.86916
3178761,2009-11-04T19:55:11.321000Z,-46.81777,165.56467,4.176,domain,7.230491,48.815449,124,1.922240218,1.669836863,32.4386536,33.69536028,-46.81777,165.56467,0.479451562,0.446680526,-46.82486419,165.555773,32438.6536,-46.80805376,165.5612784,32438.6536,-46.82702575,165.5697829,33695.36028,-46.81021441,165.5752843,33695.36028
3179069,2009-11-05T10:23:08.299000Z,-46.05764,165.76205,4.064,domain,16.812727,42.773188,124,1.530642504,1.499344257,11.52990296,12.54810446,-46.05764,165.76205,0.474532661,0.461693525,-46.06196647,165.7524737,11529.90296,-46.04924634,165.759871,11529.90296,-46.06566937,165.765613,12548.10446,-46.05294824,165.773008,12548.10446
3180952,2009-11-09T08:04:46.501000Z,-36.27532,177.86436,4.816,domain,39.869406,59.940917,-94,3.012037832,3.464249012,209.885694,212.8840339,-36.27532,177.86436,0.492748745,0.465459576,-36.28161134,177.8472735,209885.694,-36.25997261,177.8674038,209885.694,-36.2910022,177.8626711,212884.0339,-36.26936103,177.882799,212884.0339
3182268,2009-11-11T23:37:40.207000Z,-36.56194,178.54509,4.094,domain,19.314542,74.967406,89,1.071996812,1.083351933,32.31586584,33.36214377,-36.56194,178.54509,0.469355917,0.653874213,-36.56583157,178.5415766,32315.86584,-36.55657018,178.5448698,32315.86584,-36.56652791,178.544586,33362.14377,-36.55726647,178.5478788,33362.14377
3183090,2009-11-13T13:26:36.794000Z,-38.01088,176.48842,4.184,domain,39.016038,52.413406,-94,1.822678217,1.686686966,163.5230457,164.859631,-38.01088,176.48842,0.556885443,0.481940277,-38.01551205,176.4769767,163523.0457,-38.00238503,176.4894198,163523.0457,-38.02106919,176.4863426,164859.631,-38.00794122,176.4987848,164859.631
3185771,2009-11-18T18:04:00.681000Z,-40.4199,175.5949,4.7,cmt_unc,236,46,-95,3.428075614,2.986570812,41.176975,43.32533425,-40.4199,175.5949,0.50312188,0.383094681,-40.4166523,175.6168641,41176.975,-40.43465789,175.5840602,41176.975,-40.4014815,175.602607,43325.33425,-40.41948298,175.5698062,43325.33425
3191017,2009-11-29T12:42:21.149000Z,-40.049,176.4867,4.6,cmt_unc,137,60,-115,2.896146246,2.594299425,62.23554023,64.48226944,-40.049,176.4867,0.428339341,0.34025452,-40.0383182,176.4800238,62235.54023,-40.05666882,176.5041093,62235.54023,-40.04660729,176.4693279,64482.26944,-40.06496011,176.4934138,64482.26944
3205351,2009-12-08T03:14:20.949000Z,-46.01131,166.8398,4.126,domain,42.289324,42.704272,140,1.318446469,1.651349006,81.34819853,82.46816732,-46.01131,166.8398,0.554236543,0.508944067,-46.0117686,166.8274933,81348.19853,-46.00365822,166.8398591,81348.19853,-46.01969972,166.8382075,82468.16732,-46.01158819,166.8505737,82468.16732
3205715,2009-12-08T22:09:25.355000Z,-40.562,174.8535,4.6,cmt_unc,47,84,-118,3.096129644,1.87058259,25.9437002,27.80403554,-40.562,174.8535,0.402267825,0.567800751,-40.56910355,174.8420415,25943.7002,-40.54966129,174.8682493,25943.7002,-40.57036604,174.8436514,27804.03554,-40.55092341,174.8698592,27804.03554
3205722,2009-12-08T22:26:46.642000Z,-45.769,165.8885,4.4,cmt_unc,275,84,-99,2.648544145,2.40137723,1.146471659,3.534693893,-45.769,165.8885,0.450036854,0.357390669,-45.77166691,165.9033342,1146.471659,-45.76749802,165.8699254,1146.471659,-45.76945092,165.9038981,3534.693893,-45.76528227,165.8704905,3534.693893
3206298,2009-12-10T02:54:18.309000Z,-40.56293,174.86473,4.062,domain,32.037564,70.157084,123,1.63353985,1.823314786,44.04378685,45.75884557,-40.56293,174.86473,0.504788302,0.441450277,-40.56804623,174.856969,44043.78685,-40.55541276,174.8668541,44043.78685,-40.57090266,174.8632458,45758.84557,-40.55826868,174.8731301,45758.84557
3206509,2009-12-10T12:45:03.581000Z,-37.42688,177.29388,4.012,domain,46.872083,47.994065,-94,1.439518847,1.394177453,127.0512518,128.087231,-37.42688,177.29388,0.464006625,0.535675036,-37.42804552,177.284582,127051.2518,-37.41876948,177.2959168,127051.2518,-37.4339047,177.2921209,128087.231,-37.42462795,177.3034556,128087.231
3207634,2009-12-12T16:38:06.546000Z,-40.55538,174.84444,4.194,domain,26.732416,74.225079,123,1.900187399,2.019168618,48.14825074,50.09137158,-40.55538,174.84444,0.552085498,0.434738406,-40.56297876,174.8365572,48148.25074,-40.54753682,174.846229,48148.25074,-40.56510991,174.8424065,50091.37158,-40.54966751,174.8520772,50091.37158
3207635,2009-12-12T16:43:08.475000Z,-46.1093,166.4002,4.5,cmt_unc,63,33,-177,1.87932002,2.874357479,19.21714098,20.78262826,-46.1093,166.4002,0.485657066,0.500073701,-46.10238622,166.3834212,19217.14098,-46.0960075,166.4058559,19217.14098,-46.12240614,166.3951831,20782.62826,-46.11602547,166.4176252,20782.62826
3207977,2009-12-13T09:18:44.432000Z,-46.0726,166.0571,4,cmt_unc,66,25,176,0.907655605,1.621523522,15.71019038,16.39547583,-46.0726,166.0571,0.58842579,0.42290351,-46.06888756,166.0479873,15710.19038,-46.06623931,166.0590458,15710.19038,-46.08135067,166.0541475,16395.47583,-46.07870195,166.0652084,16395.47583
3208326,2009-12-13T21:21:49.376000Z,-37.49693,176.47174,5.096,domain,47.182109,59.877711,-94,3.73034862,4.802054361,223.2348917,227.3884586,-37.49693,176.47174,0.560496418,0.433316319,-37.50356695,176.4466776,223234.8917,-37.479849,176.4765204,223234.8917,-37.51892936,176.4659117,227388.4586,-37.4952066,176.4957537,227388.4586
3209307,2009-12-15T22:50:27.020000Z,-44.4228,168.1891,4.3,cmt_unc,162,87,0,0.894759002,1.889527334,0.859879688,2.746817491,-44.4228,168.1891,0.468977263,0.604217219,-44.41901565,168.1884961,859.8796884,-44.42679584,168.1913299,859.8796884,-44.41924008,168.1872963,2746.817491,-44.42702029,168.1901299,2746.817491
3212109,2009-12-21T12:40:51.519000Z,-37.643,177.3404,4.4,cmt_unc,260,59,151,1.483267591,1.932368074,194.0379893,195.6943521,-37.643,177.3404,0.616279872,0.580797099,-37.64627209,177.3519248,194037.9893,-37.64919607,177.3355489,194037.9893,-37.63753549,177.3494568,195694.3521,-37.64045902,177.3330827,195694.3521
3212774,2009-12-23T01:50:58.266000Z,-44.41775,167.05818,4.126,domain,36.816826,46.939904,127,1.232331478,0.884155436,11.5294208,12.17541833,-44.41775,167.05818,0.526558615,0.728453556,-44.41955824,167.0486902,11529.4208,-44.41120638,167.0588147,11529.4208,-44.42311309,167.0543988,12175.41833,-44.41476072,167.0645231,12175.41833
3215677,2009-12-29T11:22:51.400000Z,-44.4626,167.0653,4.2,cmt_unc,197,68,172,0.851221313,1.819964596,2.983404377,4.670846166,-44.4626,167.0653,0.688794961,0.602447818,-44.45902217,167.0727552,2983.404377,-44.46614928,167.068903,2983.404377,-44.45681245,167.0647852,4670.846166,-44.46393925,167.0609322,4670.846166
3215699,2009-12-29T12:23:47.252000Z,-44.42671,167.03978,4.088,domain,20.828088,74.370059,148,1.004836535,1.20000131,4.278682015,5.434309561,-44.42671,167.03978,0.500323947,0.624178601,-44.43003442,167.0348257,4278.682015,-44.42185892,167.040148,4278.682015,-44.43126161,167.0384967,5434.309561,-44.42308591,167.0438186,5434.309561
3215798,2009-12-29T17:21:38.844000Z,-44.4001,167.03975,4.1,domain,18.529859,74.159501,148,1.039814752,1.412610948,4.389221748,5.748189208,-44.4001,167.03975,0.497514905,0.449442882,-44.40378378,167.0352469,4389.221748,-44.39517207,167.0402738,4389.221748,-44.40512024,167.0397015,5748.189208,-44.39650831,167.0447279,5748.189208
3217436,2010-01-02T04:52:46.259000Z,-37.23407,177.54213,4.244,domain,33.808596,55.921926,-94,1.816318061,1.818552303,128.8079386,130.3141996,-37.23407,177.54213,0.52804414,0.475522767,-37.23921218,177.5318922,128807.9386,-37.22521503,177.5424353,128807.9386,-37.24394157,177.5417142,130314.1996,-37.22994362,177.552256,130314.1996
3218181,2010-01-03T16:01:31.861000Z,-38.82858,178.36757,4.114,domain,220.291103,90,45,1.311771592,1.70928907,38.74273225,40.45202132,-38.82858,178.36757,0.498711483,0.471522206,-38.8238793,178.3720849,38742.73225,-38.83330486,178.3630312,38742.73225,-38.8238793,178.3720849,40452.02132,-38.83330486,178.3630312,40452.02132
