evid,datetime,lat,lon,depth,loc_type,loc_grid,mag,mag_type,mag_method,mag_unc,mag_orig,mag_orig_type,mag_orig_unc,ndef,nsta,nmag,t_res,reloc,tect_class,tect_method,domain_no,domain_type,strike,dip,rake,f_length,f_width,f_type,z_tor,z_bor,hyp_lat,hyp_lon,hyp_strike,hyp_dip,corner_0_lat,corner_0_lon,corner_0_depth,corner_1_lat,corner_1_lon,corner_1_depth,corner_2_lat,corner_2_lon,corner_2_depth,corner_3_lat,corner_3_lon,corner_3_depth
2927475,2008-06-23T01:21:04.980000Z,-45.9528,166.2455,14,CMT,CMT,4.8,Mw,CMT,,4.8,Mw,,12,9,0,0.3512,no,Interface,puy_slab2_dep_02.26.18,23,Crustal block,355,25,89,3.643811682,2.705844551,cmt_unc,13.46845659,14.61199591,-45.9528,166.2455,0.462595714,0.46482303,-45.96794296,166.2308873,13468.45659,-45.93525787,166.2307863,13468.45659,-45.96789163,166.2624333,14611.99591,-45.93520554,166.2623136,14611.99591
2930936,2008-06-30T05:25:00.148000Z,-45.40779,166.65552,12,GROPE,nz1dr,4.165,ML,uncorrected,0.133,4.165,ML,0.133,14,11,48,0.29132,no,Interface,puy_slab2_dep_02.26.18,23,Crustal block,38.754831,47.575967,140,1.697944288,1.56127858,domain,11.348653,12.50114582,-45.40779,166.65552,0.552158294,0.565163605,-45.41025168,166.6418096,11348.653,-45.39915985,166.6566407,11348.653,-45.41673264,166.6515781,12501.14582,-45.40563952,166.6664093,12501.14582
2931647,2008-07-01T18:26:11.734000Z,-40.64595,173.29001,162.9023,GROPE,nz1dr,4.616,ML,uncorrected,0.337,4.616,ML,0.337,51,48,59,0.13324,no,Slab,hik_kerm_fault_300km_wgs84_poslon,13,Contractional,38.267618,64.624457,125,2.415232964,3.114565305,domain,161.7580958,164.5721626,-40.64595,173.29001,0.551450693,0.406601649,-40.65237856,173.2752407,161758.0958,-40.6352522,173.2928593,161758.0958,-40.65979541,173.2876681,164572.1626,-40.64266718,173.3052855,164572.1626
2932412,2008-07-03T05:06:16.645000Z,-45.18247,166.85271,12,GROPE,nz1dr,4.203,ML,uncorrected,0.136,4.203,ML,0.136,10,7,51,0.36122,no,Interface,puy_slab2_dep_02.26.18,23,Crustal block,25.990371,37.550551,140,1.878919203,1.529896931,domain,11.47908102,12.41149378,-45.18247,166.85271,0.519843864,0.558678519,-45.18695987,166.8390222,11479.08102,-45.17240846,166.8510763,11479.08102,-45.19246331,166.8523065,12411.49378,-45.17791038,166.8643586,12411.49378
2936936,2008-07-12T00:08:56.797000Z,-45.7906,166.8045,114,CMT,CMT,5.1,Mw,CMT,,5.1,Mw,,18,14,0,0.17474,no,Slab,NZSMDB,23,Crustal block,334,76,-24,3.501474683,3.409956824,cmt_unc,111.8930057,115.2016722,-45.7906,166.8045,0.658060241,0.636810718,-45.81156638,166.8090913,111893.0057,-45.78233676,166.7925909,111893.0057,-45.80884609,166.8189382,115201.6722,-45.77961766,166.8024331,115201.6722
2937330,2008-07-12T17:20:33.664000Z,-42.7243,172.831,12,CMT,CMT,4,Mw,CMT,,4,Mw,,28,23,0,0.171,no,Crustal,hik_kerm_fault_300km_wgs84_poslon,17,Contractional,68,56,-179,0.93042117,1.21362653,cmt_unc,11.42062328,12.42676527,-42.7243,172.831,0.507117549,0.575839914,-42.72261796,172.8238732,11420.62328,-42.71949488,172.8344181,11420.62328,-42.72828925,172.8269626,12426.76527,-42.7251659,172.8375083,12426.76527
2937645,2008-07-13T09:36:24.548000Z,-38.25459,175.88927,170.1946,GROPE,nz1dr,4.985,ML,uncorrected,0.215,4.985,ML,0.215,72,65,64,0.27212,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,41.864629,51.630586,-94,3.572824862,4.35172558,domain,168.5925444,172.0044057,-38.25459,175.88927,0.493896845,0.469554726,-38.25939395,175.8652098,168592.5444,-38.23477603,175.8914798,168592.5444,-38.27505697,175.8888178,172004.4057,-38.25043392,175.9150848,172004.4057
2938334,2008-07-14T21:06:20.516000Z,-38.28555,175.84937,179.3685,GROPE,nz1dr,5.04,ML,uncorrected,0.181,5.04,ML,0.181,66,58,61,0.20254,no,Slab,hik_kerm_fault_300km_wgs84_poslon,3,Extensional,213.0312,64.076956,-127,4.049871993,4.317613827,domain,177.4649456,181.3481299,-38.28555,175.84937,0.470730768,0.490204495,-38.27519788,175.8697081,177464.9456,-38.30637441,175.8456951,177464.9456,-38.26637762,175.8512767,181348.1299,-38.2975506,175.8272583,181348.1299
2938491,2008-07-15T04:58:20.522000Z,-37.14091,177.50409,139.0225,GROPE,nz1dr,4.472,ML,uncorrected,0.285,4.472,ML,0.285,28,23,49,0.16624,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,46.925902,57.701497,-94,1.985756779,1.999476004,domain,138.0624194,139.752528,-37.14091,177.50409,0.555835269,0.568058529,-37.14422106,177.4905524,138062.4194,-37.13141495,177.506111,138062.4194,-37.15092297,177.4991593,139752.528,-37.13811575,177.5147176,139752.528
2938906,2008-07-16T01:42:59.568000Z,-40.93807,174.65274,68.084,GROPE,nz1dr,4.168,ML,uncorrected,0.189,4.168,ML,0.189,58,52,56,0.20811,no,Slab,,12,Contractional,34.680877,69.065415,123,1.449758186,1.476750761,domain,67.2558502,68.63511913,-40.93807,174.65274,0.57002372,0.600426634,-40.94269014,174.6441743,67255.8502,-40.93181487,174.6537026,67255.8502,-40.94532,174.6493943,68635.11913,-40.93444432,174.658922,68635.11913
2940066,2008-07-18T13:58:09.153000Z,-37.44467,176.6011,201.41,GROPE,nz1dr,4.234,ML,uncorrected,0.208,4.234,ML,0.208,31,28,51,0.17401,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,36.374816,57.71512,-94,1.480593081,2.072068236,domain,200.6177125,202.3694448,-37.44467,176.6011,0.480341056,0.452288003,-37.44743417,176.5919124,200617.7125,-37.43640817,176.6013054,200617.7125,-37.45303245,176.6022505,202369.4448,-37.44200569,176.6116425,202369.4448
2941707,2008-07-21T20:03:00.230000Z,-39.8517,176.9815,36,CMT,CMT,4.3,Mw,CMT,,4.3,Mw,,54,49,0,0.22333,no,Undetermined,,0,Oceanic,222,67,145,1.335207868,1.573346493,cmt_unc,35.26250805,36.71078113,-39.8517,176.9815,0.65106667,0.50922161,-39.84744935,176.9907686,35262.50805,-39.85672647,176.9808665,35262.50805,-39.84393548,176.9852272,36710.78113,-39.85321213,176.9753248,36710.78113
2942051,2008-07-22T09:36:31.442000Z,-39.6449,174.36,126,CMT,CMT,4.9,Mw,CMT,,4.9,Mw,,75,69,0,0.2123,no,Slab,hik_kerm_fault_300km_wgs84_poslon,3,Extensional,256,75,-130,3.238399578,3.545724553,cmt_unc,124.5091626,127.9340696,-39.6449,174.36,0.326333275,0.435292813,-39.64593465,174.3730972,124509.1626,-39.6534189,174.3366204,124509.1626,-39.63794431,174.370352,127934.0696,-39.64542764,174.333879,127934.0696
2943150,2008-07-24T14:21:35.287000Z,-39.2569,177.1611,33,CMT,CMT,4.2,Mw,CMT,,4.2,Mw,,68,59,0,0.28666,no,Undetermined,,0,Oceanic,85,42,-7,0.96449894,2.106443446,cmt_unc,32.29105512,33.7005409,-39.2569,177.1611,0.458840346,0.502981224,-39.25040802,177.1548141,32291.05512,-39.24925513,177.1658753,32291.05512,-39.26436661,177.1572201,33700.5409,-39.26321337,177.1682835,33700.5409
2943581,2008-07-25T12:10:12.874000Z,-37.07983,177.47354,150.3985,GROPE,nz1dr,4.358,ML,uncorrected,0.193,4.358,ML,0.193,25,21,50,0.14886,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,37.957766,51.583059,-94,2.253626479,2.676133848,domain,149.5845643,151.6813413,-37.07983,177.47354,0.502920309,0.388184215,-37.08480344,177.4602739,149584.5643,-37.06824787,177.4748822,149584.5643,-37.09344005,177.4755226,151681.3413,-37.07688272,177.4901289,151681.3413
2947263,2008-08-02T04:21:54.557000Z,-36.96958,176.38989,313.364,GROPE,nz1dr,4.246,ML,uncorrected,0.142,4.246,ML,0.142,16,12,26,0.10305,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,41.899532,58.258124,-94,2.01723042,1.910442928,domain,312.6991947,314.3238866,-36.96958,176.38989,0.591155668,0.409188529,-36.97544851,176.3777697,312699.1947,-36.9615061,176.3922787,312699.1947,-36.98124926,176.386428,314323.8866,-36.96730583,176.4009364,314323.8866
2949266,2008-08-06T02:19:56.968000Z,-37.80738,176.18939,195.4702,GROPE,nz1dr,4.138,ML,uncorrected,0.186,4.138,ML,0.186,36,32,47,0.24457,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,44.327367,55.541937,-94,1.546888132,1.52730106,domain,194.7981183,196.05744,-37.80738,176.18939,0.557510265,0.53368546,-37.81031804,176.1789265,194798.1183,-37.80002787,176.1907583,194798.1183,-37.81556243,176.1861723,196057.44,-37.80527155,176.1980038,196057.44
2949404,2008-08-06T08:43:42.645000Z,-36.83907,177.00755,236.0364,GROPE,nz1dr,4.104,ML,uncorrected,0.155,4.104,ML,0.155,31,27,38,0.20579,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,49.072332,54.693848,-94,1.571531597,1.287594582,domain,235.4014532,236.4522276,-36.83907,177.00755,0.397271883,0.604265567,-36.83998195,176.9990093,235401.4532,-36.83027566,177.0118091,235401.4532,-36.84485406,177.0047276,236452.2276,-36.83514716,177.0175274,236452.2276
2950527,2008-08-08T17:43:30.247000Z,-45.0044,167.4729,75,CMT,CMT,4,Mw,CMT,,4,Mw,,23,17,0,0.19196,no,Slab,puy_slab2_dep_02.26.18,23,Crustal block,357,49,40,1.328810403,1.568936653,cmt_unc,74.44381761,75.62790913,-45.0044,167.4729,0.383366563,0.469712332,-45.008905,167.4666768,74443.81761,-44.99697261,167.4669466,74443.81761,-45.00905258,167.4797066,75627.90913,-44.99712003,167.4799737,75627.90913
2952144,2008-08-12T01:40:45.254000Z,-38.6139,178.4704,39,CMT,CMT,4.1,Mw,CMT,,4.1,Mw,,37,31,0,0.25307,no,Slab,hik_kerm_fault_300km_wgs84_poslon,0,Oceanic,350,69,90,1.775212105,1.36067505,cmt_unc,38.54352481,39.8138244,-38.6139,178.4704,0.482116534,0.359344516,-38.6217469,178.4707231,38543.52481,-38.60622891,178.4660042,38543.52481,-38.62072964,178.4761564,39813.8244,-38.60521196,178.4714365,39813.8244
2954005,2008-08-15T13:40:41.008000Z,-45.08094,167.34595,109.9543,GROPE,nz1dr,4.115,ML,uncorrected,0.162,4.115,ML,0.162,19,11,41,0.19947,no,Slab,puy_slab2_dep_02.26.18,23,Crustal block,36.585649,44.822721,140,1.364555552,1.498695184,domain,109.392391,110.4488445,-45.08094,167.34595,0.541256052,0.531882386,-45.0826716,167.3344165,109392.391,-45.07336783,167.3456714,109392.391,-45.0888838,167.3446473,110448.8445,-45.07957899,167.355902,110448.8445
2954486,2008-08-16T12:32:00.598000Z,-36.27521,177.85274,218.5653,GROPE,nz1dr,4.97,ML,uncorrected,0.195,4.97,ML,0.195,38,32,60,0.21356,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,33.473975,52.37101,-94,3.155437472,4.007936855,domain,216.9478986,220.1221077,-36.27521,177.85274,0.567176208,0.509544695,-36.28335541,177.8306964,216947.8986,-36.25892761,177.8485414,216947.8986,-36.29456049,177.8540965,220122.1077,-36.27012957,177.8719361,220122.1077
2956587,2008-08-21T01:03:36.630000Z,-37.08087,176.96535,199.0847,GROPE,nz1dr,4.598,ML,uncorrected,0.235,4.598,ML,0.235,25,19,62,0.0961,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,43.644949,62.01728,-94,2.551804587,2.845165501,domain,198.0722023,200.5847371,-37.08087,176.96535,0.564679639,0.402978574,-37.08742708,176.9501318,198072.2023,-37.07016045,176.9690343,198072.2023,-37.09535051,176.9614073,200584.7371,-37.07808212,176.9803089,200584.7371
2958595,2008-08-25T03:32:24.434000Z,-37.98529,176.46516,151.2841,GROPE,nz1dr,4.244,ML,uncorrected,0.18,4.244,ML,0.18,58,53,54,0.24186,no,Slab,,4,Extensional,37.634362,60.793136,-94,1.419155196,1.863458252,domain,150.4759887,152.1025336,-37.98529,176.46516,0.542824682,0.496826935,-37.98857394,176.4558877,150475.9887,-37.97817303,176.4652621,150475.9887,-37.99332799,176.4643084,152102.5336,-37.98292644,176.4736821,152102.5336
2958743,2008-08-25T11:25:19.310000Z,-39.7154,176.8508,27,CMT,CMT,5.4,Mw,CMT,,5.5,Mw,,94,90,0,0.22605,no,Slab,NZSMDB,0,Oceanic,1,38,-113,6.036201475,5.747099711,cmt,25.07422408,28.61249197,-39.7154,176.8508,0.467979852,0.544270806,-39.74137322,176.8229204,25074.22408,-39.68707463,176.8211477,25074.22408,-39.7403327,176.8756883,28612.49197,-39.68603691,176.8738744,28612.49197
2961245,2008-08-30T11:30:38.280000Z,-44.2565,167.7589,21,CMT,CMT,4.1,Mw,CMT,,4.1,Mw,,17,12,0,0.22659,no,Crustal,,24,Contractional,247,69,160,1.066169263,1.677246749,cmt_unc,20.2352882,21.80113294,-44.2565,167.7589,0.673027159,0.488370131,-44.2568534,167.7685786,20235.2882,-44.26002534,167.756003,20235.2882,-44.2517583,167.7660901,21801.13294,-44.25493002,167.7535155,21801.13294
2961583,2008-08-31T06:12:02.794000Z,-38.07864,176.45074,154.7939,GROPE,nz1dr,4.498,ML,uncorrected,0.176,4.498,ML,0.176,68,62,68,0.19867,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,32.605512,53.877331,-94,1.989668703,1.997190176,domain,153.8287673,155.442011,-38.07864,176.45074,0.553730177,0.598255985,-38.08397145,176.4374611,153828.7673,-38.06853458,176.4489553,153828.7673,-38.08934791,176.4490187,155442.011,-38.07390999,176.4605112,155442.011
2961980,2008-09-01T01:21:50.887000Z,-39.1053,175.8936,90,CMT,CMT,5.2,Mw,CMT,,5.2,Mw,,94,81,0,0.29254,no,Slab,NZSMDB,4,Extensional,133,79,28,3.380890429,4.584234763,cmt_unc,87.44837691,91.94838637,-39.1053,175.8936,0.349005076,0.567026161,-39.09494353,175.8871104,87448.37691,-39.11498302,175.9165224,87448.37691,-39.10087147,175.8804551,91948.38637,-39.1209126,175.9098679,91948.38637
2962795,2008-09-02T14:45:23.985000Z,-38.00702,176.39281,153.3286,GROPE,nz1dr,4.624,ML,uncorrected,0.192,4.624,ML,0.192,68,63,66,0.25888,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,40.4567,53.053275,-94,2.756162228,2.654168479,domain,152.2630202,154.3842177,-38.00702,176.39281,0.521154851,0.502348233,-38.0126798,176.3755143,152263.0202,-37.99322541,176.3949807,152263.0202,-38.02159584,176.3897481,154384.2177,-38.00213918,176.4092127,154384.2177
2963425,2008-09-03T21:13:22.688000Z,-41.47884,173.51651,62.0702,GROPE,nz1dr,4.494,ML,uncorrected,0.239,4.494,ML,0.239,43,38,60,0.16828,no,Slab,hik_kerm_fault_300km_wgs84_poslon,14,Strike-slip,255.942129,66.300887,173,2.158686729,2.557655547,domain,60.90580749,63.24777291,-41.47884,173.51651,0.577337483,0.497186039,-41.48050626,173.5324909,60905.80749,-41.48534251,173.5074469,60905.80749,-41.471538,173.529427,63247.77291,-41.47637358,173.5043862,63247.77291
2963786,2008-09-04T14:44:36.030000Z,-36.53499,178.12234,90.8294,GROPE,nz1dr,4.082,ML,uncorrected,0.127,4.082,ML,0.127,11,6,21,0.07188,no,Slab,hik_kerm_fault_300km_wgs84_poslon,6,Crustal block,8.969253,78.203018,89,1.381093912,1.615620775,domain,90.07984898,91.66134487,-36.53499,178.12234,0.428277986,0.473950658,-36.54013521,178.1199257,90079.84898,-36.52778278,178.1215117,90079.84898,-36.54044125,178.1235867,91661.34487,-36.52808883,178.1251721,91661.34487
2964018,2008-09-05T02:35:37.675000Z,-42.3766,172.7131,7,CMT,CMT,4.5,Mw,CMT,,4.5,Mw,,29,25,0,0.19022,no,Crustal,NZSMDB,14,Strike-slip,71,83,165,1.516629154,1.335344026,cmt_unc,5.730461268,7.055851842,-42.3766,172.7131,0.595882135,0.957860088,-42.37789438,172.7020982,5730.461268,-42.37349148,172.7195364,5730.461268,-42.37928181,172.7027353,7055.851842,-42.37487881,172.7201738,7055.851842
2964171,2008-09-05T09:34:31.298000Z,-37.8109,176.7877,6,CMT,CMT,4.1,Mw,CMT,,4.1,Mw,,40,35,0,0.23714,no,Crustal,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,224,46,-105,1.769648677,1.444852138,cmt_unc,5.63957936,6.678919008,-37.8109,176.7877,0.44871217,0.346778496,-37.8076443,176.7966391,5639.57936,-37.81954175,176.7832895,5639.57936,-37.8016378,176.7881344,6678.919008,-37.81353431,176.7747843,6678.919008
2964546,2008-09-06T02:58:49.888000Z,-41.0251,175.11127,31.2014,GROPE,nz1dr,4.082,ML,uncorrected,0.19,4.082,ML,0.19,61,51,105,0.19048,no,Interface,hik_kerm_fault_300km_wgs84_poslon,5,Strike-slip,211.037649,78.172199,-134,1.44219553,1.174832641,domain,30.37468368,31.52457233,-41.0251,175.11127,0.439988428,0.718953372,-41.02090544,175.1167913,30374.68368,-41.0321915,175.1083078,30374.68368,-41.01983277,175.1143031,31524.57233,-41.03111866,175.1058193,31524.57233
2964617,2008-09-06T06:27:34.321000Z,-40.58484,173.28441,164.9706,GROPE,nz1dr,4.537,ML,uncorrected,0.234,4.537,ML,0.234,53,51,61,0.14824,no,Slab,hik_kerm_fault_300km_wgs84_poslon,13,Contractional,35.642342,51.75278,125,2.562954143,2.297486429,domain,164.0220112,165.8263351,-40.58484,173.28441,0.566307659,0.525730882,-40.59158179,173.2672622,164022.0112,-40.57277578,173.2848322,164022.0112,-40.59901577,173.2809527,165826.3351,-40.58020771,173.2985207,165826.3351
2967717,2008-09-12T04:05:01.613000Z,-37.74316,176.78101,165.5127,GROPE,nz1dr,4.18,ML,uncorrected,0.156,4.18,ML,0.156,34,31,53,0.21219,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,36.588321,48.44304,-94,1.468181538,1.649761612,domain,164.8526853,166.0871963,-37.74316,176.78101,0.46996948,0.534636576,-37.7453263,176.7711249,164852.6853,-37.73440607,176.7804966,164852.6853,-37.75087375,176.7813763,166087.1963,-37.73995276,176.7907471,166087.1963
2968431,2008-09-13T13:40:19.322000Z,-45.0063,167.5613,63,CMT,CMT,4,Mw,CMT,,4,Mw,,19,15,0,0.12914,no,Slab,puy_slab2_dep_02.26.18,23,Crustal block,352,74,28,1.219925828,1.348897508,cmt_unc,62.34709216,63.64373567,-45.0063,167.5613,0.32817016,0.503536892,-45.01000792,167.5593024,62347.09216,-44.99907971,167.5581857,62347.09216,-45.00976636,167.5639977,63643.73567,-44.99883816,167.5628801,63643.73567
2968815,2008-09-14T09:25:12.188000Z,-40.2834,174.5282,84,CMT,CMT,4.6,Mw,CMT,,4.6,Mw,,83,77,0,0.16535,no,Slab,NZSMDB,3,Extensional,241,67,-105,2.550258526,2.509350599,cmt_unc,83.20244607,85.51231548,-40.2834,174.5282,0.451887477,0.34528096,-40.28085197,174.5419294,83202.44607,-40.29233377,174.515949,83202.44607,-40.27320315,174.5361648,85512.31548,-40.28468364,174.5101863,85512.31548
2969359,2008-09-15T12:13:48.394000Z,-37.32331,176.76532,209.3692,GROPE,nz1dr,4.234,ML,uncorrected,0.174,4.234,ML,0.174,38,33,63,0.1656,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,28.651403,45.98627,-94,2.030257893,1.777945863,domain,208.6876984,209.9663497,-37.32331,176.76532,0.564353966,0.532984712,-37.32991815,176.7529339,208687.6984,-37.31354431,176.7630983,208687.6984,-37.33485735,176.765411,209966.3497,-37.31848257,176.7755732,209966.3497
2969964,2008-09-16T20:30:09.345000Z,-38.8093,175.8699,18,CMT,CMT,4.1,Mw,CMT,,4.1,Mw,,26,25,0,0.47074,no,Crustal,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,279,79,79,1.431627,1.120500147,cmt_unc,17.67243636,18.77234977,-38.8093,175.8699,0.412223665,0.29780857,-38.81053472,175.8765466,17672.43636,-38.80891868,175.8602002,17672.43636,-38.80862466,175.8768548,18772.34977,-38.80700865,175.8605088,18772.34977
2980080,2008-09-24T22:40:37.959000Z,-42.34381,174.00241,20.9535,GROPE,nz1dr,4.724,ML,uncorrected,0.281,4.724,ML,0.281,28,26,53,0.1735,no,Interface,hik_kerm_fault_300km_wgs84_poslon,17,Contractional,64.102408,63.466473,147,3.58678016,3.85772932,domain,19.52826017,22.97966688,-42.34381,174.00241,0.54242261,0.412944618,-42.34591316,173.9774219,19528.26017,-42.33146599,174.0163616,19528.26017,-42.3597947,173.9867771,22979.66688,-42.34534432,174.0257231,22979.66688
2974058,2008-09-24T22:40:41.937000Z,-42.339,173.9085,16,CMT,CMT,5,Mw,CMT,,5,Mw,,28,22,0,0.23932,no,Interface,hik_kerm_fault_300km_wgs84_poslon,17,Contractional,206,45,85,4.613148234,3.788902792,cmt_unc,14.99315429,17.67231315,-42.339,173.9085,0.497374179,0.375806648,-42.32421797,173.9314771,14993.15429,-42.36175185,173.9074737,14993.15429,-42.31387552,173.9021048,17672.31315,-42.35140344,173.8780877,17672.31315
2974157,2008-09-25T03:57:18.679000Z,-42.3218,173.9467,18,CMT,CMT,4.4,Mw,CMT,,4.4,Mw,,34,27,0,0.24404,no,Slab,NZSMDB,17,Contractional,222,51,114,2.056240081,1.849956073,cmt_unc,17.49088765,18.92857355,-42.3218,173.9467,0.537529514,0.354119317,-42.31678209,173.9593174,17490.88765,-42.33068084,173.9428286,17490.88765,-42.30985448,173.9487145,18928.57355,-42.32375173,173.932225,18928.57355
2974665,2008-09-26T07:23:02.845000Z,-42.3065,173.9132,16,CMT,CMT,5,Mw,CMT,,5,Mw,,30,27,0,0.25363,no,Slab,NZSMDB,14,Strike-slip,222,48,112,4.211638001,4.102560255,cmt_unc,14.90897249,17.95776891,-42.3065,173.9132,0.559186793,0.357855154,-42.29643277,173.9410275,14908.97249,-42.3248927,173.9072493,14908.97249,-42.28009211,173.9160429,17957.76891,-42.30854478,173.8822619,17957.76891
2975617,2008-09-28T02:05:58.656000Z,-44.49683,167.09763,5,GROPE,nz1dr,4.003,ML,uncorrected,0.255,4.003,ML,0.255,13,7,47,0.28602,no,Crustal,,24,Contractional,38.992019,42.308801,127,0.946467192,0.903264587,domain,4.605341119,5.213352108,-44.49683,167.09763,0.57062764,0.64909827,-44.49770641,167.0890286,4605.341119,-44.49150569,167.0971465,4605.341119,-44.50180739,167.0951432,5213.352108,-44.49560623,167.1032611,5213.352108
2975734,2008-09-28T08:19:18.234000Z,-38.11009,176.34528,160.3297,GROPE,nz1dr,4.531,ML,uncorrected,0.227,4.531,ML,0.227,64,59,64,0.22928,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,42.37441,55.602309,-94,2.029587689,3.011820994,domain,159.3458104,161.8309731,-38.11009,176.34528,0.577374523,0.395905511,-38.11421117,176.3307877,159345.8104,-38.10027769,176.3457494,159345.8104,-38.12412171,176.3455736,161830.9731,-38.11018639,176.3605342,161830.9731
2976419,2008-09-29T17:47:43.974000Z,-44.96753,167.40759,81.1253,GROPE,nz1dr,4.042,ML,uncorrected,0.227,4.042,ML,0.227,15,13,48,0.15132,no,Slab,puy_slab2_dep_02.26.18,23,Crustal block,44.935585,46.213218,140,1.211280703,1.40158191,domain,80.57080459,81.58263444,-44.96753,167.40759,0.538105117,0.548012505,-44.96778135,167.3969565,80570.80459,-44.96063015,167.4085024,80570.80459,-44.97434463,167.4050226,81582.63444,-44.96719263,167.4165689,81582.63444
2982718,2008-10-11T20:13:55.265000Z,-37.21064,176.56355,204.2569,GROPE,nz1dr,4.017,ML,uncorrected,0.167,4.017,ML,0.167,21,16,35,0.10112,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,34.402487,61.709924,-94,1.34222805,1.469909715,domain,203.639223,204.9335659,-37.21064,176.56355,0.526305955,0.477212829,-37.21442189,176.556142,203639.223,-37.20420175,176.5642035,203639.223,-37.21776846,176.5627745,204933.5659,-37.20754791,176.5708354,204933.5659
2985192,2008-10-17T00:06:23.454000Z,-38.8321,175.9952,8,CMT,CMT,4.1,Mw,CMT,,4.1,Mw,,29,27,0,0.34203,no,Crustal,,4,Extensional,50,70,-55,1.568996517,1.671072857,cmt_unc,7.404591191,8.974886024,-38.8321,175.9952,0.589822761,0.379170075,-38.83620936,175.9856021,7404.591191,-38.82677875,175.9990504,7404.591191,-38.84004128,175.9899943,8974.886024,-38.83061016,176.0034426,8974.886024
2986122,2008-10-18T23:13:26.774000Z,-37.9954,176.2417,192,CMT,CMT,4.4,Mw,CMT,,4.4,Mw,,72,69,0,0.18135,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,29,54,-134,1.989715357,1.668315015,cmt_unc,191.1803802,192.5300754,-37.9954,176.2417,0.381566196,0.607262856,-37.99905579,176.2317407,191180.3802,-37.98309403,176.2420201,191180.3802,-38.00306504,176.2416821,192530.0754,-37.98710249,176.2519597,192530.0754
2986154,2008-10-19T01:05:19.750000Z,-38.223,177.3797,57,CMT,CMT,4.2,Mw,CMT,,4.2,Mw,,46,41,0,0.2611,no,Slab,hik_kerm_fault_300km_wgs84_poslon,5,Strike-slip,3,40,-153,1.550399037,2.037722739,cmt_unc,56.41623858,57.72606151,-38.223,177.3797,0.378336255,0.445679643,-38.22824531,177.3717323,56416.23858,-38.21429761,177.3718224,56416.23858,-38.2283154,177.3895347,57726.06151,-38.2143679,177.3896214,57726.06151
2987304,2008-10-21T09:33:26.325000Z,-45.12346,166.86417,26.7454,GROPE,nz1dr,4.103,ML,uncorrected,0.212,4.103,ML,0.212,10,6,48,0.20803,no,Slab,puy_slab2_dep_02.26.18,15,Plate boundary,49.767418,52.333147,150,1.496648451,1.496451463,domain,26.06273666,27.24729349,-45.12346,166.86417,0.524249266,0.576302737,-45.12375378,166.8521935,26062.73666,-45.11588157,166.8675689,26062.73666,-45.13040507,166.8589874,27247.29349,-45.12253199,166.8743638,27247.29349
2987415,2008-10-21T14:43:20.662000Z,-37.77762,176.84233,153.3886,GROPE,nz1dr,4.147,ML,uncorrected,0.239,4.147,ML,0.239,50,47,67,0.20523,no,Slab,,4,Extensional,33.84462,64.405766,-94,1.486198047,1.377415914,domain,152.671219,153.9134774,-37.77762,176.84233,0.506348811,0.577481319,-37.78178013,176.8345495,152671.219,-37.77037356,176.8433527,152671.219,-37.78457777,176.8403037,153913.4774,-37.7731708,176.8491062,153913.4774
2988421,2008-10-23T13:12:53.725000Z,-37.28101,177.79472,99.0202,GROPE,nz1dr,4.253,ML,uncorrected,0.188,4.253,ML,0.188,30,26,63,0.18662,no,Slab,,6,Crustal block,14.225083,69.271741,89,1.852502523,2.415628828,domain,98.0799361,100.3392003,-37.28101,177.79472,0.532842541,0.41618148,-37.28908717,177.7886121,98079.9361,-37.27274984,177.7927045,98079.9361,-37.29059612,177.7980493,100339.2003,-37.2742586,177.8021397,100339.2003
2988996,2008-10-24T17:47:47.876000Z,-39.6584,176.7714,27,CMT,CMT,4.2,Mw,CMT,,4.2,Mw,,76,68,0,0.40138,no,Slab,NZSMDB,0,Oceanic,218,38,-73,1.829317397,1.602140713,cmt_unc,26.59933696,27.58571327,-39.6584,176.7714,0.569528672,0.406196941,-39.65346127,176.7833135,26599.33696,-39.66684823,176.7709194,26599.33696,-39.64684983,176.7713619,27585.71327,-39.66023558,176.7589665,27585.71327
