evid,datetime,lat,lon,depth,loc_type,loc_grid,mag,mag_type,mag_method,mag_unc,mag_orig,mag_orig_type,mag_orig_unc,ndef,nsta,nmag,t_res,reloc,tect_class,tect_method,domain_no,domain_type,strike,dip,rake,f_length,f_width,f_type,z_tor,z_bor,hyp_lat,hyp_lon,hyp_strike,hyp_dip,corner_0_lat,corner_0_lon,corner_0_depth,corner_1_lat,corner_1_lon,corner_1_depth,corner_2_lat,corner_2_lon,corner_2_depth,corner_3_lat,corner_3_lon,corner_3_depth
3600475,2011-10-26T07:32:32.393000Z,-38.9321,175.6512,120,CMT,CMT,4.6,Mw,CMT,,4.6,Mw,,109,105,0,0.23155,no,Slab,,4,Extensional,79,34,-161,2.40136996,2.862646393,cmt_unc,119.1256802,120.7264517,-38.9321,175.6512,0.428185326,0.546186506,-38.92274023,175.6363578,119125.6802,-38.91799858,175.6633673,119125.6802,-38.94359326,175.6423547,120726.4517,-38.93884998,175.6693715,120726.4517
3600966,2011-10-27T07:00:24.845000Z,-38.31133,175.95328,177.4723,GROPE,nz1dr,4.541,ML,uncorrected,0.201,4.541,ML,0.201,92,89,119,0.23629,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,39.178552,56.396678,-94,2.084277052,2.180720196,domain,176.4920652,178.3083634,-38.31133,175.95328,0.521838959,0.539688231,-38.31555741,175.9398201,176492.0652,-38.30063721,175.9542717,176492.0652,-38.32215115,175.9507863,178308.3634,-38.30722965,175.9652367,178308.3634
3603873,2011-11-01T22:41:59.279000Z,-41.6344,174.2923,14,CMT,CMT,4.4,Mw,CMT,,4.4,Mw,,41,38,0,0.14891,no,Crustal,hik_kerm_fault_300km_wgs84_poslon,14,Strike-slip,340,83,27,1.465009807,1.236515213,cmt_unc,12.87701433,14.10431275,-41.6344,174.2923,0.39235012,0.915006208,-41.63967948,174.2932102,12877.01433,-41.62735023,174.2869487,12877.01433,-41.63919622,174.2949008,14104.31275,-41.62686707,174.288639,14104.31275
3604587,2011-11-03T05:01:58.951000Z,-35.2859,178.93863,213.8044,GROPE,nz1dr,5.317,ML,uncorrected,0.16,5.317,ML,0.16,46,44,117,0.27345,no,Slab,hik_kerm_fault_300km_wgs84_poslon,0,Oceanic,222.32013,90,45,4.128975025,4.59079994,domain,210.9396908,215.5304907,-35.2859,178.93863,0.486163917,0.624010898,-35.2718598,178.9524347,210939.6908,-35.30073813,178.9240345,210939.6908,-35.2718598,178.9524347,215530.4907,-35.30073813,178.9240345,215530.4907
3607421,2011-11-08T11:15:14.321000Z,-37.02393,176.56161,400.8963,GROPE,nz1dr,4.558,ML,uncorrected,0.206,4.558,ML,0.206,36,31,87,0.17602,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,22.122862,53.754912,-94,2.271286832,2.417763107,domain,399.907667,401.8575815,-37.02393,176.56161,0.612252754,0.507013519,-37.03346677,176.5486255,399907.667,-37.01424868,176.5573405,399907.667,-37.03786417,176.5637129,401857.5815,-37.01864515,176.5724245,401857.5815
3607540,2011-11-08T17:14:45.275000Z,-37.4109,178.5161,48,CMT,CMT,4,Mw,CMT,,4,Mw,,45,42,0,0.2059,no,Slab,hik_kerm_fault_300km_wgs84_poslon,6,Crustal block,213,52,-108,1.602468574,1.287533707,cmt_unc,47.59739059,48.611981,-37.4109,178.5161,0.519384777,0.39681965,-37.40579672,178.5238176,47597.39059,-37.41831415,178.5148884,47597.39059,-37.40227345,178.5160559,48611.981,-37.41479036,178.5071257,48611.981
3609681,2011-11-12T23:14:02.882000Z,-38.56968,175.76999,161.0462,GROPE,nz1dr,4.093,ML,uncorrected,0.193,4.093,ML,0.193,69,66,114,0.24067,no,Slab,,4,Extensional,48.595567,56.163279,-94,1.211907477,1.143479964,domain,160.3681021,161.3179083,-38.56968,175.76999,0.434490754,0.713932857,-38.56993425,175.7620169,160368.1021,-38.56247284,175.772162,160368.1021,-38.57411906,175.7670103,161317.9083,-38.56665721,175.7771554,161317.9083
3609723,2011-11-13T01:32:10.196000Z,-37.84628,179.15208,33,GROPE,nz1dr,4.207,ML,uncorrected,0.233,4.207,ML,0.233,34,31,149,0.15489,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,225.559497,42.395888,-68,1.913012541,1.810113068,domain,32.46929551,33.68976315,-37.84628,179.15208,0.471814782,0.434837,-37.84371229,179.163799,32469.29551,-37.85652506,179.1493654,32469.29551,-37.83571482,179.1525093,33689.76315,-37.84852624,179.1380749,33689.76315
3609751,2011-11-13T02:56:04.595000Z,-38.74084,175.28677,207.7938,GROPE,nz1dr,4.372,ML,uncorrected,0.185,4.372,ML,0.185,76,71,122,0.25508,no,Slab,,3,Extensional,210.30571,53.653759,-127,2.082473968,3.367229786,domain,206.8859335,209.5980695,-38.74084,175.28677,0.482272869,0.334742243,-38.7358233,175.2990746,206885.9335,-38.75224962,175.2875102,206885.9335,-38.72714349,175.2789786,209598.0695,-38.74356794,175.2674108,209598.0695
3611286,2011-11-16T00:45:29.294000Z,-37.41273,179.79578,12,GROPE,nz1dr,4.355,ML,uncorrected,0.181,4.355,ML,0.181,20,17,131,0.10444,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,221.845382,44.027856,-68,2.115237951,2.164783256,domain,11.33369635,12.83823806,-37.41273,179.79578,0.559899507,0.442861532,-37.4081038,179.810063,11333.69635,-37.4231224,179.7955104,11333.69635,-37.39956229,179.7962101,12838.23806,-37.4145793,179.7816558,12838.23806
3691422,2011-11-16T02:28:48.320000Z,-37.56103,179.69876,12,GROPE,nz1dr,4.229,ML,uncorrected,0.178,4.229,ML,0.178,10,7,71,0.2615,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,227.161971,33.099737,-68,1.833327514,1.70534098,domain,11.5284891,12.4597726,-37.56103,179.69876,0.498972209,0.506302215,-37.55946412,179.7117593,11528.4891,-37.5714853,179.697646,11528.4891,-37.55070978,179.6999932,12459.7726,-37.56272956,179.6858792,12459.7726
3611452,2011-11-16T07:18:42.491000Z,-38.9641,178.0775,27,CMT,CMT,4.6,Mw,CMT,,4.6,Mw,,91,86,0,0.2146,no,Crustal,,0,Oceanic,225,70,140,1.998534796,2.334285054,cmt_unc,25.96578062,28.15929106,-38.9641,178.0775,0.696179671,0.471490522,-38.95703073,178.091409,25965.78062,-38.97042484,178.0760706,25965.78062,-38.95224721,178.0845561,28159.29106,-38.96564045,178.0692173,28159.29106
3611491,2011-11-16T07:28:44.975000Z,-38.9692,178.1075,30,CMT,CMT,4.3,Mw,CMT,,4.3,Mw,,20,18,0,0.20376,no,Crustal,,0,Oceanic,161,71,56,1.45181686,1.45460036,cmt_unc,29.40813719,30.78348885,-38.9692,178.1075,0.357222122,0.43033562,-38.96419115,178.1074144,29408.13719,-38.97627336,178.1137367,29408.13719,-38.96580079,178.102366,30783.48885,-38.97788332,178.1086876,30783.48885
3611453,2011-11-16T07:29:10.178000Z,-38.92883,177.97459,27.0039,GROPE,nz1dr,4.393,ML,uncorrected,0.29,4.393,ML,0.29,21,19,71,0.22648,no,Slab,hik_kerm_fault_300km_wgs84_poslon,0,Oceanic,216.255363,90,45,2.168978999,1.592409543,domain,26.0344848,27.62689434,-38.92883,177.97459,0.542753287,0.608772539,-38.91996572,177.9819939,26034.4848,-38.93629751,177.9683511,26034.4848,-38.91996572,177.9819939,27626.89434,-38.93629751,177.9683511,27626.89434
3611847,2011-11-16T23:36:37.592000Z,-37.13002,177.3645,136.9337,GROPE,nz1dr,4.645,ML,uncorrected,0.246,4.645,ML,0.246,48,46,117,0.24814,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,45.359169,53.225914,-94,2.553826667,2.120914026,domain,135.7984904,137.4973472,-37.13002,177.3645,0.520514641,0.668219724,-37.13362661,177.3473603,135798.4904,-37.11674659,177.3668308,135798.4904,-37.14137828,177.3578425,137497.3472,-37.12449658,177.3773123,137497.3472
3612307,2011-11-17T17:31:22.688000Z,-37.4641,179.7854,2,CMT,CMT,4.3,Mw,CMT,,4.3,Mw,,19,16,0,0.10923,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,178,84,155,1.722828553,2.196192908,cmt_unc,1.058694789,3.242856723,-37.4641,179.7854,0.53941123,0.4309686,-37.45571338,179.7853885,1058.694789,-37.47108504,179.7874631,1058.694789,-37.45593365,179.7828192,3242.856723,-37.47130541,179.7848933,3242.856723
3612525,2011-11-18T02:43:51.714000Z,-37.4289,179.9625,10,CMT,CMT,5.4,Mw,CMT,,5.4,Mw,,20,17,0,0.10745,no,Crustal,,8,Contractional,30,63,-96,7.167303889,7.399691726,cmt_unc,8.31132943,14.90450303,-37.4289,179.9625,0.504863504,0.256124087,-37.45478296,179.936084,8311.32943,-37.39686975,179.9711271,8311.32943,-37.46788072,179.9701375,14904.50303,-37.4099594,-179.9948429,14904.50303
3612895,2011-11-18T03:11:56.415000Z,-37.49207,179.81886,33,GROPE,nz1dr,4.469,ML,uncorrected,0.202,4.469,ML,0.202,15,12,101,0.10553,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,212.48005,34.128226,-68,2.357161241,2.059718327,domain,32.39090449,33.546503,-37.49207,179.81886,0.589946758,0.52708229,-37.48490908,179.8351966,32390.90449,-37.50353063,179.8226069,32390.90449,-37.4776526,179.818295,33546.503,-37.49627262,179.8057017,33546.503
3612538,2011-11-18T03:15:46.905000Z,-37.4153,179.81792,33,GROPE,nz1dr,4.658,ML,uncorrected,0.218,4.658,ML,0.218,23,18,140,0.09932,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,204.527037,40.705369,-68,2.700103742,2.378957387,domain,32.22773279,33.7792161,-37.4153,179.81792,0.520224713,0.497760565,-37.40628708,179.8328866,32227.73279,-37.4290015,179.8223149,32227.73279,-37.40065419,179.8138696,33779.2161,-37.42336738,179.8032924,33779.2161
3612558,2011-11-18T04:11:43.354000Z,-37.50551,179.80101,33,GROPE,nz1dr,4.532,ML,uncorrected,0.186,4.532,ML,0.186,21,18,131,0.11096,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,213.627789,37.812972,-68,2.135961223,2.213663106,domain,32.26730993,33.62447562,-37.50551,179.80101,0.495432313,0.53986781,-37.50141076,179.8161325,32267.30993,-37.51809811,179.8042959,32267.30993,-37.49368987,179.7989845,33624.47562,-37.51037575,179.7871448,33624.47562
3612567,2011-11-18T04:34:03.010000Z,-37.423,179.9892,6,CMT,CMT,5.5,Mw,CMT,,5.5,Mw,,18,15,0,0.10589,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,192,44,-122,6.171455626,6.823547034,cmt_unc,4.193853818,8.933887882,-37.423,179.9892,0.440278885,0.38104076,-37.4011029,-179.9858441,4193.853818,-37.45596547,-179.9951775,4193.853818,-37.39516988,179.9594634,8933.887882,-37.45003206,179.950089,8933.887882
3612641,2011-11-18T07:51:21.278000Z,-37.5681,-179.915,10,CMT,CMT,5.8,Mw,CMT,,5.8,Mw,,20,16,0,0.13058,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,9,Extensional,29,54,-88,9.200808897,7.700631781,cmt_unc,7.984434996,14.21437697,-37.5681,-179.915,0.496592751,0.323528696,-37.59985946,-179.9515008,7984.434996,-37.52486142,-179.9082156,7984.434996,-37.61680695,-179.9051222,14214.37697,-37.54179555,-179.8618795,14214.37697
3695131,2011-11-18T07:56:31.523000Z,-37.45452,179.66515,33,GROPE,nz1dr,4.314,ML,uncorrected,0.389,4.314,ML,0.389,22,20,56,0.18366,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,219.927943,41.886097,-68,1.935766691,1.678144101,domain,32.40818153,33.52859767,-37.45452,179.66515,0.448568725,0.528213085,-37.45167343,179.6768977,32408.18153,-37.46575419,179.6641305,32408.18153,-37.44510482,179.6654994,33528.59767,-37.45918444,179.6527308,33528.59767
3612652,2011-11-18T08:21:02.719000Z,-37.51542,179.72591,33,GROPE,nz1dr,4.395,ML,uncorrected,0.183,4.395,ML,0.183,23,18,149,0.09642,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,231.411676,42.452143,-68,2.306216162,1.919967315,domain,32.33455185,33.63048016,-37.51542,179.72591,0.488127863,0.513491482,-37.51336627,179.7407887,32334.55185,-37.52740213,179.721692,32334.55185,-37.50402322,179.7299656,33630.48016,-37.51805729,179.7108687,33630.48016
3612658,2011-11-18T08:32:46.913000Z,-37.48832,179.89268,33,GROPE,nz1dr,4.439,ML,uncorrected,0.256,4.439,ML,0.256,20,16,96,0.15377,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,210.887561,38.421825,-68,2.069116152,2.477455646,domain,32.31100765,33.85061319,-37.48832,179.89268,0.549694269,0.447512258,-37.48269993,179.9071685,32311.00765,-37.4992892,179.8967093,32311.00765,-37.47488088,179.8876421,33850.61319,-37.49146874,179.8771792,33850.61319
3612920,2011-11-18T09:07:33.527000Z,-37.43558,179.74368,33,GROPE,nz1dr,4.341,ML,uncorrected,0.191,4.341,ML,0.191,21,17,128,0.12436,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,227.377298,39.587363,-68,2.182813196,1.866567129,domain,32.4468924,33.63636982,-37.43558,179.74368,0.425798297,0.465000501,-37.4336198,179.7563305,32446.8924,-37.44788499,179.7394932,32446.8924,-37.42477257,179.7445424,33636.36982,-37.43903609,179.7277042,33636.36982
3612695,2011-11-18T10:16:05.132000Z,-37.57623,179.8463,33,GROPE,nz1dr,4.657,ML,uncorrected,0.22,4.657,ML,0.22,20,16,189,0.15482,no,Undetermined,,8,Contractional,217.493304,32.278106,-68,3.050208556,2.363215765,domain,32.11737788,33.37940438,-37.57623,179.8463,0.509580369,0.699368928,-37.57145658,179.869087,32117.37788,-37.59433283,179.8502072,32117.37788,-37.56161412,179.8502621,33379.40438,-37.58448765,179.831378,33379.40438
3612732,2011-11-18T11:37:12.313000Z,-37.47243,179.61491,33,GROPE,nz1dr,4.284,ML,uncorrected,0.174,4.284,ML,0.174,22,18,128,0.10018,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,235.558268,40.002929,-68,1.956097803,1.413016233,domain,32.46680563,33.37513029,-37.47243,179.61491,0.459281677,0.587008583,-37.47187653,179.6272825,32466.80563,-37.48280158,179.6100366,32466.80563,-37.46427149,179.6196978,33375.13029,-37.47519537,179.6024521,33375.13029
3612917,2011-11-18T19:59:35.736000Z,-37.2754,179.8374,24,CMT,CMT,4.5,Mw,CMT,,4.5,Mw,,18,14,0,0.14226,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,327,87,167,1.817640801,2.523940052,cmt_unc,23.01167539,25.53215647,-37.2754,179.8374,0.598181844,0.392117447,-37.28345653,179.8443109,23011.67539,-37.27045709,179.8319837,23011.67539,-37.28274057,179.8454931,25532.15647,-37.26974127,179.8331659,25532.15647
3612943,2011-11-18T20:53:40.341000Z,-37.27542,179.91147,33,GROPE,nz1dr,4.414,ML,uncorrected,0.241,4.414,ML,0.241,15,10,96,0.05244,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,218.206871,33.461987,-68,1.769661507,1.977629434,domain,32.38715436,33.47758685,-37.27542,179.91147,0.52584294,0.562020708,-37.27315105,179.9259433,32387.15436,-37.28631415,179.9148315,32387.15436,-37.26487242,179.9105885,33477.58685,-37.27803422,179.8994747,33477.58685
3612962,2011-11-18T21:29:12.453000Z,-37.26535,179.93219,33,GROPE,nz1dr,4.641,ML,uncorrected,0.243,4.641,ML,0.243,16,12,167,0.12741,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,218.063653,37.849533,-68,2.250741756,2.758576396,domain,32.14097221,33.83360688,-37.26535,179.93219,0.530528227,0.507509273,-37.26197675,179.9499624,32140.97221,-37.27874842,179.9358891,32140.97221,-37.25109093,179.9296568,33833.60688,-37.26786042,179.9155802,33833.60688
3613005,2011-11-18T23:12:56.303000Z,-37.51163,179.7847,33,GROPE,nz1dr,4.467,ML,uncorrected,0.194,4.467,ML,0.194,34,30,103,0.15442,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,206.487702,34.01057,-68,1.982770085,2.204186709,domain,32.30908661,33.54198928,-37.51163,179.7847,0.527474026,0.560395728,-37.50644157,179.7998465,32309.08661,-37.52289924,179.7913572,32309.08661,-37.500209,179.7808108,33541.98928,-37.51666563,179.7723176,33541.98928
3694461,2011-11-19T00:38:12.542000Z,-37.29489,179.70551,33,GROPE,nz1dr,4.325,ML,uncorrected,0.235,4.325,ML,0.235,13,10,62,0.17263,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,231.674448,34.27892,-68,1.572064906,1.763592459,domain,32.42596344,33.41925764,-37.29489,179.70551,0.431559529,0.57791192,-37.29636504,179.7175176,32425.96344,-37.30587953,179.7044763,32425.96344,-37.28670769,179.7064786,33419.25764,-37.29622093,179.6934373,33419.25764
3613217,2011-11-19T08:33:55.635000Z,-37.43495,179.7675,33,GROPE,nz1dr,4.25,ML,uncorrected,0.143,4.25,ML,0.143,23,18,112,0.07725,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,231.081448,42.70246,-68,1.760747739,2.023484283,domain,32.33687077,33.70918005,-37.43495,179.7675,0.514908568,0.483221415,-37.43410854,179.780476,32336.87077,-37.44489451,179.7659947,32336.87077,-37.42435665,179.7690535,33709.18005,-37.43514119,179.754572,33709.18005
3613415,2011-11-19T17:30:59.787000Z,-37.39165,179.74873,5,GROPE,nz1dr,4.234,ML,uncorrected,0.266,4.234,ML,0.266,16,14,69,0.09875,no,Crustal,,8,Contractional,212.145968,30.070436,-68,1.575874286,1.637934388,domain,4.473689331,5.294399726,-37.39165,179.74873,0.561592157,0.64128671,-37.3884733,179.7624324,4473.689331,-37.40095669,179.7541028,4473.689331,-37.38249495,179.7483608,5294.399726,-37.39497751,179.7400292,5294.399726
3613938,2011-11-20T15:53:29.207000Z,-37.38924,179.88647,33,GROPE,nz1dr,4.528,ML,uncorrected,0.201,4.528,ML,0.201,19,16,118,0.09201,no,Undetermined,,8,Contractional,222.380498,39.840269,-68,2.262665676,2.427161489,domain,32.01238894,33.56734876,-37.38924,179.88647,0.459278101,0.635136067,-37.38847557,179.9041564,32012.38894,-37.40443449,179.8884274,32012.38894,-37.37813912,179.8876841,33567.34876,-37.39409597,179.8719531,33567.34876
3695126,2011-11-20T15:54:01.793000Z,-37.39427,179.92238,33,GROPE,nz1dr,4.701,ML,uncorrected,0.201,4.701,ML,0.201,16,11,112,0.11745,no,Undetermined,,8,Contractional,220.284552,39.830207,-68,2.959002604,2.540843603,domain,31.96313284,33.59058043,-37.39427,179.92238,0.531088487,0.637112475,-37.38943763,179.9440828,31963.13284,-37.41089951,179.9244948,31963.13284,-37.37913253,179.9263473,33590.58043,-37.4005917,179.906756,33590.58043
3613963,2011-11-20T16:50:10.862000Z,-37.34692,179.90964,33,GROPE,nz1dr,4.436,ML,uncorrected,0.224,4.436,ML,0.224,19,13,78,0.04186,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,221.854747,44.307427,-68,2.435930934,1.934654072,domain,32.33976277,33.69113421,-37.34692,179.90964,0.50857075,0.488568286,-37.34182561,179.9241621,32339.76277,-37.35913118,179.9074406,32339.76277,-37.33423874,179.911844,33691.13421,-37.35154267,179.8951208,33691.13421
3614264,2011-11-21T02:53:35.135000Z,-37.54715,179.73474,12,GROPE,nz1dr,4.245,ML,uncorrected,0.213,4.245,ML,0.213,15,13,54,0.13115,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,222.150833,42.072542,-68,1.874143158,1.80932072,domain,11.45110981,12.66348309,-37.54715,179.73474,0.472543097,0.452740253,-37.54425165,179.746288,11451.10981,-37.55749971,179.733273,11451.10981,-37.53682583,179.7343653,12663.48309,-37.55007265,179.7213492,12663.48309
3614680,2011-11-21T19:38:27.117000Z,-37.5314,179.7328,12,CMT,CMT,5.1,Mw,CMT,,5.1,Mw,,16,13,0,0.12165,no,Outer-rise,hik_kerm_fault_300km_wgs84_poslon,8,Contractional,232,56,-28,3.197338032,4.466765164,cmt_unc,10.50497001,14.20808615,-37.5314,179.7328,0.620103205,0.403722145,-37.52617871,179.7569928,10504.97001,-37.54542351,179.7302663,10504.97001,-37.50955242,179.7381179,14208.08615,-37.52879282,179.7113913,14208.08615
3614836,2011-11-22T02:06:11.918000Z,-37.15948,177.78743,33,GROPE,nz1dr,4.379,ML,uncorrected,0.224,4.379,ML,0.224,46,42,161,0.27764,no,Undetermined,hik_kerm_fault_300km_wgs84_poslon,6,Crustal block,11.177768,73.589327,89,1.545753453,1.374470637,domain,32.16390011,33.48237668,-37.15948,177.78743,0.495483183,0.634140879,-37.16597767,177.7834516,32163.90011,-37.15221995,177.7859541,32163.90011,-37.16648078,177.7877702,33482.37668,-37.15272302,177.7902719,33482.37668
3614989,2011-11-22T08:24:11.809000Z,-38.9085,177.1647,42,CMT,CMT,4,Mw,CMT,,4,Mw,,88,84,0,0.31165,no,Slab,hik_kerm_fault_300km_wgs84_poslon,0,Oceanic,31,38,-101,1.607962237,1.182885579,cmt_unc,41.71012991,42.43838699,-38.9085,177.1647,0.505902957,0.398032646,-38.91335218,177.156488,41710.12991,-38.90062442,177.1652899,41710.12991,-38.91733879,177.1659322,42438.38699,-38.90461039,177.1747327,42438.38699
3615839,2011-11-23T17:14:45.866000Z,-37.28798,177.5795,108.2605,GROPE,nz1dr,4.007,ML,uncorrected,0.196,4.007,ML,0.196,27,24,88,0.25483,no,Slab,hik_kerm_fault_300km_wgs84_poslon,6,Crustal block,16.635718,70.798868,89,1.24711616,1.672381476,domain,107.5523291,109.1316758,-37.28798,177.5795,0.534451082,0.44839481,-37.29326989,177.5750065,107552.3291,-37.28237778,177.5783698,107552.3291,-37.29445499,177.5810193,109131.6758,-37.28356276,177.5843818,109131.6758
3615910,2011-11-23T20:10:43.187000Z,-45.5696,166.6151,12,CMT,CMT,4.1,Mw,CMT,,4.1,Mw,,13,9,0,0.12983,no,Interface,puy_slab2_dep_02.26.18,23,Crustal block,37,35,139,1.382959847,1.71253287,cmt_unc,11.56385526,12.54612376,-45.5696,166.6151,0.577784156,0.444017838,-45.57125513,166.6023718,11563.85526,-45.56197109,166.6140961,11563.85526,-45.57960852,166.6157815,12546.12376,-45.57032308,166.6275057,12546.12376
3616358,2011-11-24T14:57:25.121000Z,-36.86115,176.91956,267.6603,GROPE,nz1dr,4.458,ML,uncorrected,0.192,4.458,ML,0.192,29,27,108,0.21823,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,34.888826,58.518419,-94,2.316792106,1.836809145,domain,266.7631409,268.3295866,-36.86115,176.91956,0.503012985,0.572735532,-36.86733332,176.9073499,266763.1409,-36.84975298,176.9213083,266763.1409,-36.87197743,176.9164093,268329.5866,-36.85439611,176.9303662,268329.5866
3617676,2011-11-27T02:37:53.745000Z,-37.4404,-179.883,14,CMT,CMT,4.7,Mw,CMT,,4.7,Mw,,19,13,0,0.10585,no,Crustal,,9,Extensional,50,73,-105,3.819974977,2.776756195,cmt_unc,13.11822646,15.77365162,-37.4404,-179.883,0.448752482,0.332064919,-37.4494166,-179.8989135,13118.22646,-37.4254684,-179.8681806,13118.22646,-37.45462541,-179.89253,15773.65162,-37.43067553,-179.8617975,15773.65162
3618145,2011-11-28T00:28:39.765000Z,-37.41582,179.92671,33,GROPE,nz1dr,4.457,ML,uncorrected,0.207,4.457,ML,0.207,22,16,90,0.07682,no,Undetermined,,8,Contractional,212.183761,42.964028,-68,2.401370053,1.970049781,domain,32.22040345,33.56306932,-37.41582,179.92671,0.541929472,0.580633324,-37.40902757,179.941889,32220.40345,-37.42805861,179.9292255,32220.40345,-37.40296353,179.9275671,33563.06932,-37.42199329,179.9149005,33563.06932
3620316,2011-12-02T01:10:11.669000Z,-46.19067,166.12369,33,GROPE,nz1dr,4.097,ML,uncorrected,0.193,4.097,ML,0.193,9,4,41,0.49752,no,Slab,puy_slab2_dep_02.26.18,23,Crustal block,36.8576,41.344374,140,1.480498444,1.546986206,domain,32.42687225,33.44878551,-46.19067,166.12369,0.599406323,0.560837963,-46.19270335,166.1097783,32426.87225,-46.18281024,166.1225306,32426.87225,-46.19965144,166.120954,33448.78551,-46.18975705,166.1337061,33448.78551
3620927,2011-12-03T06:19:10.511000Z,-41.3454,174.317,60,CMT,CMT,5.1,Mw,CMT,,5.1,Mw,,116,113,0,0.13093,no,Slab,hik_kerm_fault_300km_wgs84_poslon,14,Strike-slip,235,72,-74,4.850541165,5.734126786,cmt_unc,58.63012237,64.08360101,-41.3454,174.317,0.578705165,0.251193361,-41.33383108,174.3472966,58630.12237,-41.35943143,174.3003227,58630.12237,-41.32090154,174.3348869,64083.60101,-41.34649681,174.2879171,64083.60101
3621377,2011-12-04T04:05:51.131000Z,-38.6616,175.7088,171,CMT,CMT,4.2,Mw,CMT,,4.2,Mw,,100,86,0,0.26307,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,148,66,83,2.100001518,1.953772753,cmt_unc,170.5255222,172.3103824,-38.6616,175.7088,0.38514082,0.265834702,-38.65448429,175.7056657,170525.5222,-38.67021906,175.7190474,170525.5222,-38.6584539,175.6980714,172310.3824,-38.67418956,175.7114523,172310.3824
3621514,2011-12-04T09:46:20.103000Z,-37.2766,179.9799,14,CMT,CMT,4.8,Mw,CMT,,4.8,Mw,,20,13,0,0.09554,no,Crustal,,8,Contractional,48,78,-102,3.463680615,1.891113147,cmt_unc,13.10415371,14.9539415,-37.2766,179.9799,0.464787527,0.484296789,-37.28584941,179.9658538,13104.15371,-37.26340575,179.9927482,13104.15371,-37.28828945,179.9690421,14953.9415,-37.26584507,179.9959363,14953.9415
3621525,2011-12-04T10:15:23.970000Z,-37.89906,176.40263,169.7582,GROPE,nz1dr,4.082,ML,uncorrected,0.237,4.082,ML,0.237,70,54,115,0.30692,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,42.102346,56.458844,-94,1.750609772,1.47200355,domain,169.1259633,170.3528623,-37.89906,176.40263,0.516117879,0.515312767,-37.90286397,176.3923821,169125.9633,-37.89079266,176.4051703,169125.9633,-37.90757225,176.3994602,170352.8623,-37.8955002,176.4122479,170352.8623
3623416,2011-12-07T22:02:39.124000Z,-37.10923,176.91422,230.7664,GROPE,nz1dr,4.26,ML,uncorrected,0.224,4.26,ML,0.224,35,32,88,0.26274,no,Slab,hik_kerm_fault_300km_wgs84_poslon,4,Extensional,48.044027,60.203007,-94,1.370776302,1.320401454,domain,229.9642692,231.1101024,-37.10923,176.91422,0.447784811,0.700041482,-37.11013178,176.905678,229964.2692,-37.10151186,176.9166996,229964.2692,-37.11435739,176.9108298,231110.1024,-37.10573699,176.9218513,231110.1024
3625014,2011-12-10T23:43:42.447000Z,-39.70773,174.06773,208.0687,GROPE,nz1dr,4.3,ML,uncorrected,0.171,4.3,ML,0.171,82,75,115,0.23575,no,Slab,,3,Extensional,219.97859,62.792137,-127,1.899438124,2.543237553,domain,207.2444263,209.5062639,-39.70773,174.06773,0.464315971,0.364426559,-39.70399848,174.0780699,207244.4263,-39.71724203,174.064038,207244.4263,-39.697364,174.067574,209506.2639,-39.7106063,174.0535414,209506.2639
